signature,n,elements
aelr,4,lera|eral|arel|real
aeeptt,2,petate|tapete
eeenoprst,2,serpenteo|esperonte
aeeinntt,2,atinente|tenienta
abeelorst,2,sorteable|establero
anru,2,urna|runa
aaeorrst,2,atesorar|asertora
acfir,2,cifra|ficar
aejlr,2,rejal|lejar
aciop,3,paico|picoa|copia
aceinrrs,3,sincerar|escarnir|enriscar
acdenoor,2,corneado|androceo
aabdor,4,boarda|obrada|robada|adobar
adioprv,2,privado|porvida
ceilo,2,cielo|liceo
aadnpuz,2,panzuda|punzada
acdeillorr,2,cordillera|corderilla
acchno,3,cancho|concha|chanco
aceinooprr,2,porcionera|parcionero
aacers,4,escara|casera|resaca|ascrea
aceiors,2,socaire|escoria
aadlmov,2,malvado|moldava
aademrsu,2,mesadura|mesurada
addiopr,2,podrida|poridad
acddeosu,2,decusado|escudado
cdeilot,2,dilecto|delicto
aeprr,2,perra|prear
cceeinor,2,cicerone|cenicero
aeilqsu,2,aquiles|esquila
acgilnoé,2,galénico|angélico
acoos,2,acoso|ocaso
aaelrr,3,arrela|arelar|ralear
adeemoprr,3,emperador|empoderar|rompedera
eglnooó,2,enólogo|neólogo
aaceimnost,3,sacamiento|casamiento|encomiasta
aegort,4,gotera|ortega|gatero|regato
adglnu,2,gandul|algund
adelmor,4,remolda|modelar|moldear|lamedor
aacceillmnó,2,malencólica|melancólica
aaelmnrtu,2,antemural|rumantela
aadgoorr,2,rogadora|agorador
acellru,2,celular|curalle
addelmoo,2,moldeado|modelado
aabcrs,2,brasca|bascar
abceeillrr,2,cerbillera|becerrilla
aiiorstv,2,visirato|ovaritis
aenprtu,3,repunta|puntear|puntera
accdhnou,2,conchuda|canducho
aeelrtuv,2,revuelta|teruvela
enort,7,roten|entro|terno|treno|norte|tenor|rento
aeinoprt,2,topinera|pinatero
aacgino,2,gociana|gaicano
aaeilmns,2,mesalina|milanesa
bdioor,2,bodrio|brodio
aaclmu,2,caluma|maluca
orí,2,oír|río
alnoos,3,alonso|lanoso|solano
aeioprst,2,pisotear|operista
aajorz,2,zarajo|jarazo
acimor,2,racimo|marcio
moot,2,tomo|moto
addeemnor,3,emendador|remendado|enormedad
aeennt,2,entena|enante
addor,2,dador|dardo
abejos,2,sabejo|sobeja
ceilrru,2,relucir|recluir
acgilmoortí,2,logarítmico|algorítmico
bgoru,2,brugo|burgo
aeeilnrst,2,esterlina|interesal
abejoorr,2,obrajero|abejorro
aborr,5,borra|robra|robar|obrar|barro
aadoprt,4,adoptar|tapador|portada|potrada
aflor,3,farol|flora|foral
aaddmno,2,damnado|mandado
aaceerrrt,2,carretera|carretear
aabdenotu,2,todabuena|abetunado
adimorr,5,rimador|marrido|mirrado|mirador|adormir
aceeprtx,2,excerpta|exceptar
achiop,2,piocha|pichoa
aeegnnt,2,entenga|negante
acel,4,cela|alce|cale|acle
aceeimnnoortt,2,encortamiento|recontamiento
accdeeor,2,cedacero|cocedera
aciiors,3,cisoria|sicario|siriaco
acefiilrt,2,felicitar|letificar
adeoprrst,3,prestador|destorpar|destropar
bmoorsu,3,umbroso|rumboso|brumoso
aaaccrs,2,carcasa|caracas
aaenqrrtu,2,tranquera|tranquear
aaadjrsu,2,jasadura|sajadura
aabdorru,2,obradura|aburrado
acceillmnoó,2,malencólico|melancólico
abcooy,2,bayoco|cobayo
accehorr,2,corchera|correcha
adioprs,3,diaspro|disparo|pisador
acdeno,5,cenado|decano|docena|noceda|codena
eos,2,seo|eso
aefrrtuí,2,frutería|turífera
aemnorr,3,menorar|morrena|enromar
aaefn,2,anafe|faena
aacinorr,3,carriona|carnario|racionar
aeors,3,osear|osera|seora
aaijlmr,2,almiraj|almijar
aamnnot,2,mantona|montana
aalmorrt,3,malrotar|marlotar|matorral
aeellpt,2,pallete|pelleta
benor,2,borne|nebro
acilortuv,2,lucrativo|avicultor
adeemnnor,2,merendona|remendona
cnoor,2,ronco|corno
beeforr,2,orfebre|febrero
aboorrs,2,barroso|borrosa
ceehmor,2,mohecer|mechero
aeeinorst,3,setenario|sainetero|teresiano
accdiior,2,dicroica|codiciar
adeeoprrs,2,esperador|depresora
abdel,4,debla|balde|bleda|dable
aacelmors,2,masecoral|sarcolema
eefrr,2,frere|ferre
aacenorrs,3,socarrena|sarraceno|secarrona
aeejrrt,3,retejar|jarrete|terraje
deiiorvv,2,vividero|redivivo
eijopt,2,tipejo|pijote
acddeinorst,2,trascendido|discordante
aajlor,3,ojalar|alajor|alojar
aelm,2,lema|mela
aaceosz,2,acezosa|zaceosa
aaillmr,3,ramilla|almiral|armilla
aadloors,2,alardoso|asolador
aalorsz,2,soalzar|solazar
inru,2,unir|ruin
aeillrt,2,literal|treilla
aaaabclz,2,calabaza|alcazaba
cdinoá,2,dánico|cánido
acemoprr,2,comprera|emporcar
aaagrrtu,2,garatura|atarugar
aenortñ,3,norteña|entoñar|entraño
cenor,3,ronce|cerno|renco
aallprtu,2,patrulla|patullar
acinu,2,cuina|uncia
aacceehrrtu,2,cucharetera|cucharetear
aacdinoot,3,diaconato|atocinado|acontiado
enoprsu,2,suponer|superno
aeinpt,2,inepta|piante
aartz,2,tazar|traza
denoos,2,endoso|sondeo
enortu,3,neutro|trueno|ruteno
aacis,3,casia|sacia|ascia
aadinrs,2,sardina|sandiar
aeemqruuñ,2,muñequera|muñequear
aadil,2,dalia|laida
aaenrst,6,asentar|estarna|enastar|rasante|santera|antares
aeopstu,2,apuesto|opuesta
aaajlm,2,almaja|aljama
deiorst,2,diestro|diserto
aelpr,5,pelar|peral|lepar|lepra|perla
aefiors,2,fesoria|fariseo
aadginr,2,granida|indagar
aaccer,3,cacear|cacera|acerca
aacdeemrr,2,mercadear|mercadera
aamor,2,aroma|amaro
aijnort,2,trajino|tornija
eooqrtu,2,troqueo|toquero
adeeprr,2,pedrera|perreda
aeelorsñ,2,señolear|señalero
aeloqu,2,aquelo|aloque
aaaabcdellor,2,acaballadero|acaballerado
adeilstu,2,duelista|disuelta
acdor,2,cardo|corda
adlor,4,rodal|doral|lardo|dolar
aanost,2,sonata|sotana
cddeiosu,2,sucedido|descuido
aety,2,teya|yate
accehor,4,cochera|corchea|cochear|recocha
aaabdlmru,3,alumbrada|ambladura|umbralada
afinru,2,furnia|finura
noostu,2,untoso|onusto
deeimnort,3,mordiente|dormiente|mentidero
aadilor,2,riolada|alarido
aaceeimnortt,2,acertamiento|recatamiento
aceilntu,2,licuante|tunicela
aeimrs,2,remisa|misera
als,2,sal|las
aacemnort,2,matancero|racamento
aadegilnnrru,2,enguirlandar|enguirnaldar
aeelrrv,2,revelar|relevar
acehorrr,2,chorrear|chorrera
aciops,2,caspio|picosa
aagrz,2,agraz|garza
aabdr,2,barda|draba
adiotv,2,dativo|tovida
illmnoo,2,monillo|mollino
acciorrst,2,croscitar|trociscar
aaacgipru,2,capiguara|apaciguar
aacdenorr,2,carredano|carandero
abeos,2,sabeo|obesa
acdeorsu,2,escuadro|cosedura
acenorzí,2,cenízaro|zoncería
cis,2,cis|sic
aefllor,2,floreal|fallero
adenoorrt,2,tornadero|torneador
aeimnortz,2,entomizar|monetizar
aquí,2,aquí|quía
aajmr,2,majar|jamar
accdehnoo,2,encochado|cachondeo
aaaclpr,2,palacra|aplacar
aceemorrt,2,amortecer|atormecer
aadfi,2,fiada|daifa
acgillo,3,cigallo|gallico|logical
aaacert,2,taracea|caratea
aabelnr,2,enalbar|aneblar
adeorrt,5,traedor|derrota|retardo|retador|terrado
aabcorrs,2,sobarcar|borrasca
aeiimprt,2,epitimar|imperita
adeepr,2,pereda|pedrea
adeios,3,asedio|adieso|odisea
adiorrv,2,vidorra|virador
aaacdorsu,2,causadora|acusadora
aemoppr,3,empopar|pompear|pampero
acesu,6,cuesa|acuse|sauce|secua|sueca|ucase
ainor,2,orina|noria
aeeqrsu,3,quesera|queresa|quesear
afiinost,2,fitonisa|astifino
aaclnorrt,2,contralar|cantorral
aabenors,4,soberana|sabonera|baronesa|sabanero
aaeilnorst,2,orleanista|senatorial
aadeglnoor,3,algodonera|alongadero|galoneador
acelnot,3,anclote|centola|colante
aabilmrru,2,marrubial|lumbraria
aeinortv,2,vinotera|vinatero
egnor,5,genro|rengo|greno|negro|gerno
aegimnor,2,germanio|manigero
accehoru,2,cahuerco|cauchero
aelps,2,alpes|salep
ainops,3,pinosa|sapino|pisano
acfirr,2,cifrar|fricar
aenorrrt,3,retronar|retornar|tronerar
aefgoru,2,foguear|foguera
aabcilr,2,bacilar|cabrial
abchor,2,brocha|bochar
ainot,3,taino|atino|anito
aaaccehhrr,2,chacharear|chacharera
afoosstu,2,fastuoso|faustoso
egillotu,2,guillote|teguillo
aeilnopr,4,plenario|perinola|leporina|pilonera
ccehoor,2,cochero|recocho
aaddenooprr,2,ponderadora|perdonadora
aaeqrtu,3,taquera|arqueta|raqueta
abeorsñ,2,sobreña|breñosa
aelprt,2,petral|pretal
eimoorst,2,isotermo|erotismo
acelor,5,calero|colear|colera|lacero|clareo
aacenort,3,taconear|orcaneta|recatona
aaabcelt,3,acatable|atacable|alcabtea
aaefnoprtí,2,frenopatía|afaníptero
aceirt,5,tercia|carite|cerita|catire|cierta
aiinors,2,siriano|sinario
aablmor,4,alambor|amoblar|alombra|alombar
abdeemnrtu,2,burdamente|tremebunda
acdersu,4,usarced|desucar|escudar|descura
cceenort,2,tercenco|contecer
aagilnost,2,nostalgia|galonista
aadeegnorr,2,renegadora|generadora
aeiopprt,2,peripato|papirote
aaddoorr,2,rodadora|adorador
ajlor,2,aljor|rojal
bcloré,2,crébol|brécol
aeeorrstv,2,travesero|revotarse
aiprt,3,tapir|pitar|tripa
aacenstu,2,causante|acusante
aaeprrst,3,espartar|aprestar|repastar
aenott,3,tanteo|tetona|atento
ceerr,3,creer|ercer|recre
aaenpr,2,panera|apenar
aagmrr,2,margar|gramar
aaceilnp,3,palencia|pelicana|capelina
emoorst,2,tremoso|remosto
adeiilmnor,2,meridional|eliminador
ainotñ,2,toñina|niñato
eilors,2,silero|resoli
aaammorr,2,marramao|amaromar
ailnorst,2,listonar|tonsilar
aagll,2,galla|llaga
aacinst,2,castina|incasta
aaadelrr,2,alardear|ardalear
aagit,2,gaita|taiga
ooprt,3,proto|tropo|potro
accho,4,chaco|cocha|choca|cacho
aruz,2,azur|zura
deejnntó,2,dentejón|tendejón
aemnnoort,3,montonera|montanero|ornamento
acfnor,2,franco|canfor
abbel,2,babel|bable
aaceeilmnnoost,2,ocasionalmente|escalonamiento
acdeoost,2,escotado|desacoto
acilnor,2,cornial|rocinal
aadenost,2,asentado|enastado
aeiinst,2,sienita|iniesta
aabeelrrs,2,alebrarse|resbalera
aacceilnor,2,cancelario|aleccionar
elnoí,2,íleon|líneo
aadru,3,aduar|ardua|rauda
aeilrt,2,tirela|litera
aaiprs,2,parias|aprisa
aabdilr,2,librada|ribalda
allor,3,rolla|rallo|ollar
aaddillor,2,rodillada|doradilla
aehinrst,2,inhestar|hernista
aabeegjlnr,2,granjeable|enjalbegar
cello,2,cello|lleco
dilou,2,ludio|liudo
aacdilr,2,radical|cardial
giorv,2,virgo|vigor
aagnru,2,aungar|rangua
aacehpr,4,chapera|charape|apechar|chapear
aaerrst,2,retasar|trasera
aaacdeeemnrtt,2,recatadamente|acertadamente
aeelprt,2,peralte|repleta
acehorr,2,arrecho|archero
aervz,2,veraz|vezar
emoor,2,romeo|omero
amos,2,soma|amos
aeenrv,2,nevera|venera
aaeprrs,4,repasar|separar|raspear|apresar
aceinnqu,2,quincena|cinquena
bccdeiinrsuó,2,subdirección|descubrición
acinotu,2,cutiano|incauto
aceillpr,2,cepillar|capiller
aaflost,3,faltosa|asfalto|flatosa
aaaegrrtuz,2,zaragutera|zaragutear
acgilmorué,2,murciélago|murciégalo
acdeeenrr,3,cernedera|endrecera|enardecer
abelrv,2,breval|verbal
aabilrr,3,barrila|barrial|rabilar
cceehor,2,cechero|rececho
adeeilmnrr,2,melindrear|melindrera
accdnooorv,2,concorvado|convocador
aeinrst,3,inserta|asentir|entisar
aadilloprs,2,aspillador|raspadillo
abeorrt,3,rebotar|barrote|retobar
aaclr,4,carla|clara|calar|lacra
aabdorrtu,2,brotadura|turbadora
aeejnrt,2,entejar|enjerta
einorv,2,niervo|nervio
aaacdinot,2,acontiada|atocinada
aoppsu,2,popusa|puposa
aceinrt,5,cetrina|cretina|encitar|criante|cintera
abcor,5,braco|barco|cabro|cobra|broca
aachlmu,2,chulama|malucha
aalorz,3,alazor|azolar|alaroz
aaeprrtí,2,partería|trapería
aahorrz,2,zahorar|zahorra
eoprt,2,torpe|porte
aaacgirr,2,cagarria|agraciar
acetu,2,cuate|tueca
aadeiimnst,2,medianista|inestimada
aaacflr,2,aflacar|alcafar
aabeorrt,6,arrobeta|arrebato|abarrote|boratera|rabotear|baratero
acchlno,2,chanclo|conchal
aachinr,4,hircana|ahincar|achinar|hacinar
adgorru,3,garrudo|gordura|gruador
acnort,5,contar|cantor|tronca|contra|tranco
aajlmo,2,maloja|almajo
aaalmopt,2,alpamato|matapalo
amot,4,mota|mato|toma|tamo
acors,7,craso|sarco|corsa|coras|rasco|sacro|rosca
aeforst,3,farseto|estrofa|estofar
aadglu,2,gualda|guadal
aadefnors,2,fonsadera|sofrenada
anooprs,2,pronaos|soprano
aeiopqrtu,2,topiquera|arquetipo
adilu,2,ludia|liuda
ay,2,ay|ya
aaderst,3,restada|estrada|desatar
aceorst,4,estocar|costear|escotar|costera
aahnsí,2,sahína|hasaní
acennott,2,contenta|contante
adeennot,2,ondeante|entenado
aelmr,3,lamer|melar|merla
aainoprt,2,apitonar|atropina
aacefimstí,2,afectísima|metafísica
aacceor,2,acocear|cacareo
aaacgmu,3,macagua|camagua|caguama
eemrtu,2,murete|muerte
acmoopt,2,compota|tampoco
adeorr,5,errado|rodear|raedor|ardero|rodera
aaccloñ,2,calcaño|cañocal
aaclru,3,calura|acular|arcual
aeenrtv,4,ventera|antever|ventear|reventa
aeelntt,2,latente|talente
aacijorz,2,ojizarca|jicarazo
acdiru,6,aducir|cuidar|cudria|cuadri|crudia|acudir
aadeijtv,2,adjetiva|dejativa
acmorr,2,cromar|morcar
aiinnqu,2,quinina|inquina
aeflnor,2,falerno|flanero
eflo,2,elfo|fleo
aeintt,2,tienta|tineta
aeemprs,2,empresa|esperma
aaabcdorr,3,acobardar|abocardar|abarcador
aeenrrv,4,enverar|revenar|enervar|venerar
aillrt,2,trilla|tillar
aadersv,2,adversa|versada
aaceelmnrt,2,reclamante|claramente
aeijln,2,elijan|linaje
adeem,2,edema|ademe
aeiirstv,2,visitera|revisita
aacdlu,2,culada|caudal
ailmp,2,impla|milpa
aaelnprt,4,paternal|parental|plantear|parlante
ailluv,2,lluvia|uvilla
aemrstu,2,muestra|mestura
aacfinr,2,afincar|francia
aclopr,3,porcal|polcar|colpar
acclo,3,claco|cocal|calco
aademrru,2,remadura|ermadura
aailmz,2,limaza|maizal
aaccdhio,2,achicado|hocicada
acenortu,3,centauro|cuaterno|canutero
acdeiins,2,disneica|indecisa
aaeglortí,2,egolatría|lagotería
abceor,7,bocear|cabreo|bocera|cabero|barceo|acerbo|braceo
aaelnstt,2,estantal|saltante
aaeilnr,2,alinear|alienar
binortu,3,butrino|tribuno|turbino
aflos,3,fosal|solfa|falso
aadeprr,6,apedrar|padrear|pardear|perrada|deparar|pradera
eilnprsuó,2,prelusión|repulsión
aeenpst,4,pesante|penates|septena|espante
aadenos,2,adenosa|saneado
aadelno,2,aldeano|leonada
aelort,7,letora|relato|talero|alerto|latero|lotera|arlote
aabcln,2,blanca|bancal
aegmnor,4,marengo|remango|germano|engomar
aeinrt,4,nerita|antier|tierna|retina
eoss,2,esos|seso
aaagmrz,2,gamarza|magarza
aaacloprr,2,alcaparro|apacorral
loot,2,tolo|loto
aaimnst,3,mantisa|samnita|mastina
aaentz,2,zanate|tenaza
aaadeglorr,3,alegradora|algareador|regaladora
aabddoorr,2,bordadora|abordador
acceenrr,3,cencerra|cercenar|encercar
aciinrst,2,cristina|inscrita
alooppsu,2,populosa|papuloso
aaejr,2,ajera|ajear
aaddnor,4,nadador|randado|andador|andrado
aaacdert,3,acertada|recatada|carteada
aciinort,2,corintia|noticiar
aacrst,3,castra|trasca|tascar
aabeinrr,2,riberana|enrabiar
aceeeinrss,2,cesariense|esenciarse
aafinr,2,farina|afinar
aallm,2,malla|llama
ilop,2,pilo|poli
aberr,2,brear|berra
aaioorrt,2,oratoria|aratorio
aaoprrt,4,toparra|raptora|aportar|atropar
abeerrr,2,berrear|berrera
aacdoorrt,3,coartador|trocadora|cortadora
acell,3,cella|lleca|calle
aeelorst,2,soletera|soletear
aaairrt,2,arriata|atairar
aeenrt,3,eterna|atener|entera
ablrtu,2,turbal|brutal
almu,3,alum|mula|luma
ceenor,2,onecer|cenero
aceimost,2,camisote|masicote
aeipqru,2,piquera|equipar
aeejort,4,ojetera|ojetear|ajetreo|orejeta
acmnoortu,2,turcomano|mucronato
addeimor,2,medidora|mediador
aabjot,2,tobaja|jabato
acdeorrtu,2,torcedura|reductora
beehorr,2,herbero|hebrero
agilor,4,gorila|gloria|loriga|girola
aaaclmr,4,calamar|acalmar|alcamar|aclamar
aaillrs,2,sarilla|rasilla
acdillor,2,cardillo|cordilla
adeinrv,3,envidar|advenir|verdina
eillors,2,serillo|sillero
ceint,2,cenit|centi
ahov,2,havo|vaho
alot,6,alto|lota|talo|tola|lato|atol
aademort,2,matadero|rematado
aailrs,4,alisar|asilar|asalir|aislar
aacrs,4,sacar|casar|crasa|sacra
acoy,2,coya|cayo
aabdeglru,2,guardable|graduable
aabcinor,3,rabicano|abocinar|bancario
aaadejrt,2,trajeada|tajadera
bcou,2,cubo|buco
aerrst,2,restar|tersar
abcer,4,cebra|cebar|breca|caber
aclnoor,2,coronal|conloar
aaelrtí,2,aletría|latería
aaaeglrrt,3,lagartear|lagartera|aletargar
aaemrñ,2,mañear|mañera
aabcorr,2,carabro|barroca
aabdelr,4,baladre|baldera|baldear|lebrada
ccdilooor,2,crocodilo|cocodrilo
abeilv,2,viable|baivel
ceiloos,2,coliseo|escolio
aeeinpst,2,espineta|sapiente
aaabceirrrt,2,carabritear|catarribera
eilooppr,2,polipero|propileo
degiorrsu,2,sugeridor|surgidero
acdjnou,2,jocunda|candujo
aabilu,2,alubia|abulia
aeenorrv,2,veranero|renovera
ccehoorr,2,correcho|corchero
aaadgrr,2,adargar|agradar
abdeorr,2,reborda|bordear
aalnoz,3,zalona|lozana|loanza
aacdeimnoort,3,comendatario|comendatoria|acordamiento
acilrstu,2,trisulca|rustical
eemno,2,meneo|nemeo
aacilprt,2,platicar|piltraca
acdeelorr,3,recelador|cordelera|calderero
aachnort,2,tachonar|antorcha
aadeistv,2,estivada|sedativa
aabdiort,2,bardiota|batidora
aaadenrrz,2,zarandera|zarandear
aaeissv,2,seisava|aviesas
abceelrr,2,celebrar|cerebral
aairv,2,aviar|varia
adeilm,2,dilema|medial
ailnotu,2,nautilo|lituano
adorr,3,ardor|dorar|rodar
abelorst,2,tresalbo|lebrasto
aacdeipr,2,preciada|parecida
aacorrv,2,varraco|acorvar
aelorv,2,volear|evolar
aachnrt,2,trancha|chantar
aabellrt,3,treballa|tabellar|ballarte
aacenorrt,3,cantarero|contrarea|cartonera
aacehlnr,2,chanelar|charnela
addenooprr,2,perdonador|ponderador
ceelort,2,elector|electro
aemmor,2,momera|momear
ailmrtu,2,ultimar|mutilar
aaadeflnrru,2,farandulear|farandulera
aceillorrt,3,carretillo|cartillero|torrecilla
aaadelmor,2,maleadora|amoladera
acehinopr,2,pinochera|chapinero
cceeilmoorrtté,2,termoeléctrico|electrométrico
aaabdil,2,labiada|albaida
aaefrtu,2,faraute|tafurea
aeenrs,2,serena|enrase
aafit,2,tafia|taifa
acejnor,3,corneja|encojar|conejar
agmo,3,gamo|goma|mago
aegrss,2,sergas|sesgar
aacderrt,2,catedrar|redactar
aacilpr,3,parcial|aplicar|capilar
aaeilrrt,2,atrilera|arterial
aadort,3,torada|artado|atador
aajnop,2,panoja|japona
adeeinorst,2,interesado|sedentario
aaegilr,2,aligera|alergia
eenrt,3,terne|tener|entre
adeemnrr,2,merendar|remendar
aeeellmnt,2,elemental|lealmente
aaerrrst,5,rastrera|arrestar|retrasar|rastrear|arrastre
abelot,3,boleta|boteal|tableo
aimnrtó,2,tarimón|artimón
aajlmor,3,majolar|almarjo|marojal
aemno,2,meona|ameno
acdnou,4,adunco|ancudo|canudo|cuando
acehnorr,2,ranchero|enhorcar
aaeirstv,2,traviesa|asertiva
aadinov,2,vanadio|vadiano
abcelort,2,trocable|brocatel
accilo,2,calcio|acocil
aafilr,3,afilar|lifara|alifar
alnu,2,nula|luna
aaaejprr,3,pajarear|aparejar|pajarera
aeeprrst,3,espertar|respetar|treparse
aegnor,2,orenga|regona
arstu,3,tusar|surta|astur
einoorss,2,sensorio|resinoso
acemnoprs,2,compensar|comprensa
aabelrstu,3,estabular|balaustre|saturable
aeinnst,3,intensa|tensina|sentina
aaefrt,2,atarfe|tarafe
aabbdemorr,2,bombardear|bombardera
aabefr,2,fabear|bafear
coot,2,toco|coto
afglo,2,golfa|folga
aadilors,2,alisador|aislador
aadginorstu,2,santiguador|angustiador
aacmrru,2,macrura|amurcar
aclmor,2,colmar|clamor
adlu,5,dula|alud|dual|adul|luda
acdeers,2,desecar|descaer
ailnoru,2,lunario|laurino
aaciors,3,cosaria|cariosa|asociar
aepr,3,rape|pera|prea
aaadenpr,2,panadear|panadera
aabcde,2,cebada|becada
aciimmoooprrs,2,compromisario|compromisoria
adeilnor,2,leridano|ladierno
aceiinqtuó,2,equitación|quietación
aacenrrt,2,retranca|encartar
aaadlrtu,2,ataludar|alutrada
aacdhnoot,2,chatonado|tachonado
abfo,2,bofa|fabo
moor,2,moro|romo
aacghlo,2,galocha|galacho
adeloopr,2,rodapelo|leopardo
aeprt,6,petar|parte|petra|perta|trepa|trape
aacmorr,4,amorcar|camorra|macarro|mocarra
dinotí,2,nítido|tindío
aacrtu,2,actuar|cuarta
aceijllost,2,castillejo|costillaje
abceeorrr,2,aborrecer|arborecer
abdeeorrr,2,rebordear|barredero
flnoró,2,forlón|florón
aefruz,2,azufre|fuerza
aadhorr,2,harrado|horadar
ailrt,3,atril|latir|litar
adeil,3,ideal|edila|delia
aafnoort,2,farotona|orfanato
acdeinnor,2,endocrina|encrinado
aadegnorr,4,granadero|arengador|dragonear|graneador
aaabdgiorr,2,abrigadora|abigarrado
acdimnoó,2,incómoda|monódica
egor,2,roge|ergo
aadersttu,2,testaruda|testadura
aaegjrr,2,grajera|grajear
aegnrs,2,sangre|nesgar
eillops,2,espillo|pesillo
cirsu,2,cusir|cursi
doors,2,sordo|dorso
bdloo,2,boldo|doblo
agilnou,2,liguano|anguilo
aaeginnrt,2,argentina|tangerina
almop,3,palmo|amplo|lampo
aceeiinnprt,2,penitenciar|pertinencia
aadnors,3,sanador|nasardo|asondar
aaaabdlorz,2,alabardazo|albarazado
aaabdlor,4,alabador|alborada|baladora|arbolada
aabdehor,2,haberado|ahebrado
acdelors,2,descolar|rescaldo
aadnot,2,adnato|tonada
aeinprssó,2,aspersión|esparsión
aelot,4,elato|etola|atole|aleto
aceort,8,retaco|recato|careto|cotear|cerato|carteo|tareco|cotera
aadilorst,2,salitrado|alistador
acillost,2,costilla|castillo
ceors,4,secor|sorce|coser|creso
aillmort,2,tomillar|martillo
aacehnrt,2,tranchea|charneta
aacelrt,2,carleta|cartela
deinov,2,envido|devino
aaabdegn,2,abnegada|abadenga
bdeloor,3,dolobre|robledo|doblero
ajos,2,josa|soja
aabelorss,2,resbalosa|abolsarse
aacinnort,2,atinconar|narcotina
adelort,2,letrado|delator
aceiloprtué,2,eutropélica|eutrapélico
aadgnor,5,granado|andorga|ganador|dragona|gordana
aacotz,2,tacazo|zocata
aacdennort,2,encontrada|encantador
aems,2,maes|mesa
adior,5,radio|odiar|doria|rodia|irado
aceelr,5,alerce|realce|recela|celera|cereal
aabeilor,2,baleario|alboaire
eilnoopr,2,leporino|pilonero
accdeenorr,2,cencerrado|cercenador
aaejlr,2,jalear|alejar
aaeqrsu,3,saquear|saquera|asquear
acioors,4,casorio|cosario|icorosa|carioso
aimr,4,rima|amir|miar|mira
aabddor,2,bardado|bordada
aadgiilnou,2,inigualado|igualadino
elors,3,resol|soler|relso
abelort,6,lebrato|botarel|belorta|retablo|tablero|boletar
aaaaccghlnu,2,canchalagua|cachanlagua
aacdruz,3,carduza|cruzada|arcaduz
abiorr,2,arribo|barrio
eellnor,2,relleno|llenero
aaaceeflrt,2,calafetear|cafetalera
aeprrtu,2,pretura|reputar
aaagprsu,2,gusarapa|paraguas
acinoró,2,coairón|oración
aceeioprrt,2,repicotear|receptoria
aijqru,2,quijar|jaquir
aafrz,2,zafar|zafra
aaegrrstu,2,trasguera|trasguear
aaddiiltv,2,altividad|vitalidad
aaceiinorrt,2,traicionera|tercianario
aegm,2,gema|mega
ainrt,2,natri|trina
adeimorst,2,merodista|estimador
aaadegjnruu,2,enjuagadura|enjaguadura
aadnt,2,danta|tanda
aalopst,2,aspalto|apostal
aadjru,3,juarda|adujar|jurada
adgilo,2,ligado|gladio
aegjorr,2,grajero|gorjear
aapst,2,pasta|patas
aacort,5,actora|carato|acotar|croata|atraco
aadegirru,2,aguerrida|guaridera
aeginnort,3,argentino|tangerino|ignorante
acelru,3,culera|recula|lucera
noprtó,2,protón|portón
adimno,2,manido|dinamo
aefrs,3,fresa|fares|frase
aadrsu,2,aduras|suarda
acdeiinnt,2,denticina|indicante
aceir,2,recia|caire
acdeenrrst,2,trascender|descentrar
acdeir,2,dircea|cedria
acos,7,saco|asco|caos|soca|cosa|osca|caso
acceiin,2,ciencia|canicie
aceeorrrt,2,carretero|corretear
aelnorv,2,renoval|novelar
aabrz,4,zabra|bazar|barza|braza
dfinoor,2,fornido|frondio
aadeorrst,3,desatorar|rastreado|arrestado
aceinnrtu,2,entunicar|incruenta
aacdelno,3,canelado|encolada|lanceado
adgiloor,3,goliardo|gloriado|lorigado
aabdgir,2,brigada|bigarda
abelor,7,albero|lobear|boreal|lobera|balero|bolear|bolera
dlooos,2,doloso|lodoso
aaenprt,3,pantera|paterna|rapante
aadeglru,3,gualdera|legadura|regulada
